Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
ASGN,ASGN INC,Industrials,Equity,"74,756,543.94",0.14,"74,756,543.94","1,101,629.00",67.86,United States,New York Stock Exchange Inc.,USD,1,USD,-
OI,O I GLASS INC,Materials,Equity,"74,719,169.49",0.14,"74,719,169.49","3,454,423.00",21.63,United States,New York Stock Exchange Inc.,USD,1,USD,-
SKY,SKYLINE CHAMPION CORP,Consumer Discretionary,Equity,"74,548,545.75",0.14,"74,548,545.75","1,197,567.00",62.25,United States,New York Stock Exchange Inc.,USD,1,USD,-
DNLI,DENALI THERAPEUTICS INC,Health Care,Equity,"74,429,527.82",0.14,"74,429,527.82","2,443,517.00",30.46,United States,NASDAQ,USD,1,USD,-
ACA,ARCOSA INC,Industrials,Equity,"74,371,245.12",0.14,"74,371,245.12","1,087,776.00",68.37,United States,New York Stock Exchange Inc.,USD,1,USD,-
AWR,AMERICAN STATES WATER,Utilities,Equity,"74,242,732.32",0.14,"74,242,732.32","828,972.00",89.56,United States,New York Stock Exchange Inc.,USD,1,USD,-
NWE,NORTHWESTERN CORP,Utilities,Equity,"74,125,471.71",0.14,"74,125,471.71","1,304,337.00",56.83,United States,NASDAQ,USD,1,USD,-
SR,SPIRE INC,Utilities,Equity,"74,006,271.36",0.14,"74,006,271.36","1,144,899.00",64.64,United States,New York Stock Exchange Inc.,USD,1,USD,-
SM,SM ENERGY,Energy,Equity,"73,877,459.58",0.14,"73,877,459.58","2,717,082.00",27.19,United States,New York Stock Exchange Inc.,USD,1,USD,-
ADNT,ADIENT PLC,Consumer Discretionary,Equity,"73,644,776.10",0.14,"73,644,776.10","2,131,542.00",34.55,United States,New York Stock Exchange Inc.,USD,1,USD,-
COOP,MR COOPER GROUP INC,Financials,Equity,"73,639,026.90",0.14,"73,639,026.90","1,555,535.00",47.34,United States,NASDAQ,USD,1,USD,-
APLE,APPLE HOSPITALITY REIT INC,Real Estate,Equity,"73,489,046.67",0.14,"73,489,046.67","4,831,627.00",15.21,United States,New York Stock Exchange Inc.,USD,1,USD,-
OMCL,OMNICELL INC,Health Care,Equity,"73,126,631.71",0.14,"73,126,631.71","996,683.00",73.37,United States,NASDAQ,USD,1,USD,-
BXMT,BLACKSTONE MORTGAGE TRUST REIT CLA,Financials,Equity,"72,404,032.84",0.14,"72,404,032.84","3,869,804.00",18.71,United States,New York Stock Exchange Inc.,USD,1,USD,-
GPI,GROUP AUTOMOTIVE INC,Consumer Discretionary,Equity,"72,097,004.65",0.14,"72,097,004.65","317,119.00",227.35,United States,New York Stock Exchange Inc.,USD,1,USD,-
CADE,CADENCE BANK,Financials,Equity,"72,046,255.88",0.14,"72,046,255.88","3,760,243.00",19.16,United States,New York Stock Exchange Inc.,USD,1,USD,-
MTSI,MACOM TECHNOLOGY SOLUTIONS INC,Information Technology,Equity,"72,045,107.16",0.14,"72,045,107.16","1,217,801.00",59.16,United States,NASDAQ,USD,1,USD,-
DOC,PHYSICIANS REALTY TRUST REIT,Real Estate,Equity,"71,722,415.73",0.14,"71,722,415.73","5,119,373.00",14.01,United States,New York Stock Exchange Inc.,USD,1,USD,-
SMPL,THE SIMPLY GOOD FOODS COMPANY,Consumer Staples,Equity,"71,699,938.25",0.14,"71,699,938.25","1,994,435.00",35.95,United States,NASDAQ,USD,1,USD,-
IRTC,IRHYTHM TECHNOLOGIES INC,Health Care,Equity,"71,232,220.08",0.14,"71,232,220.08","677,048.00",105.21,United States,NASDAQ,USD,1,USD,-
CVLT,COMMVAULT SYSTEMS INC,Information Technology,Equity,"71,012,100.44",0.14,"71,012,100.44","999,748.00",71.03,United States,NASDAQ,USD,1,USD,-
SYNA,SYNAPTICS INC,Information Technology,Equity,"70,545,138.89",0.14,"70,545,138.89","890,609.00",79.21,United States,NASDAQ,USD,1,USD,-
BCO,BRINKS,Industrials,Equity,"70,435,081.60",0.14,"70,435,081.60","1,017,848.00",69.2,United States,New York Stock Exchange Inc.,USD,1,USD,-
SXT,SENSIENT TECHNOLOGIES CORP,Materials,Equity,"70,268,038.06",0.14,"70,268,038.06","942,689.00",74.54,United States,New York Stock Exchange Inc.,USD,1,USD,-
COKE,COCA COLA CONSOLIDATED INC,Consumer Staples,Equity,"70,236,660.66",0.14,"70,236,660.66","105,527.00",665.58,United States,NASDAQ,USD,1,USD,-
CYTK,CYTOKINETICS INC,Health Care,Equity,"70,059,346.00",0.14,"70,059,346.00","1,843,667.00",38,United States,NASDAQ,USD,1,USD,-
TPH,TRI POINTE HOMES INC,Consumer Discretionary,Equity,"70,040,947.24",0.14,"70,040,947.24","2,265,964.00",30.91,United States,New York Stock Exchange Inc.,USD,1,USD,-
ITRI,ITRON INC,Information Technology,Equity,"69,890,751.54",0.14,"69,890,751.54","1,013,791.00",68.94,United States,NASDAQ,USD,1,USD,-
CWT,CALIFORNIA WATER SERVICE GROUP,Utilities,Equity,"69,275,109.97",0.13,"69,275,109.97","1,218,131.00",56.87,United States,New York Stock Exchange Inc.,USD,1,USD,-
FHI,FEDERATED HERMES INC CLASS B,Financials,Equity,"69,014,167.92",0.13,"69,014,167.92","1,915,464.00",36.03,United States,New York Stock Exchange Inc.,USD,1,USD,-
BL,BLACKLINE INC,Information Technology,Equity,"68,604,035.50",0.13,"68,604,035.50","1,241,702.00",55.25,United States,NASDAQ,USD,1,USD,-
DY,DYCOM INDUSTRIES INC,Industrials,Equity,"68,505,419.33",0.13,"68,505,419.33","648,787.00",105.59,United States,New York Stock Exchange Inc.,USD,1,USD,-
APPF,APPFOLIO INC CLASS A,Information Technology,Equity,"68,255,180.70",0.13,"68,255,180.70","440,214.00",155.05,United States,NASDAQ,USD,1,USD,-
PGNY,PROGYNY INC,Health Care,Equity,"68,172,933.06",0.13,"68,172,933.06","1,698,379.00",40.14,United States,NASDAQ,USD,1,USD,-
SANM,SANMINA CORP,Information Technology,Equity,"67,846,738.24",0.13,"67,846,738.24","1,281,094.00",52.96,United States,NASDAQ,USD,1,USD,-
FOCS,FOCUS FINANCIAL PARTNERS INC CLASS,Financials,Equity,"67,791,907.28",0.13,"67,791,907.28","1,302,188.00",52.06,United States,NASDAQ,USD,1,USD,-
ABM,ABM INDUSTRIES INC,Industrials,Equity,"67,484,497.20",0.13,"67,484,497.20","1,489,724.00",45.3,United States,New York Stock Exchange Inc.,USD,1,USD,-
WIRE,ENCORE WIRE CORP,Industrials,Equity,"67,464,089.28",0.13,"67,464,089.28","397,596.00",169.68,United States,NASDAQ,USD,1,USD,-
XTSLA,BLK CSH FND TREASURY SL AGENCY,Cash and/or Derivatives,Money Market,"67,312,554.97",0.13,"67,312,554.97","67,312,555.00",1,United States,-,USD,1,USD,-
CRC,CALIFORNIA RESOURCES CORP,Energy,Equity,"67,294,602.96",0.13,"67,294,602.96","1,664,472.00",40.43,United States,New York Stock Exchange Inc.,USD,1,USD,-
ZWS,ZURN ELKAY WATER SOLUTIONS CORP,Industrials,Equity,"67,187,197.28",0.13,"67,187,197.28","2,790,166.00",24.08,United States,New York Stock Exchange Inc.,USD,1,USD,-
NARI,INARI MEDICAL INC,Health Care,Equity,"67,124,935.46",0.13,"67,124,935.46","1,083,709.00",61.94,United States,NASDAQ,USD,1,USD,-
OTTR,OTTER TAIL CORP,Utilities,Equity,"67,029,421.92",0.13,"67,029,421.92","923,016.00",72.62,United States,NASDAQ,USD,1,USD,-
PTCT,PTC THERAPEUTICS INC,Health Care,Equity,"66,999,475.62",0.13,"66,999,475.62","1,573,866.00",42.57,United States,NASDAQ,USD,1,USD,-
SEM,SELECT MEDICAL HOLDINGS CORP,Health Care,Equity,"66,754,175.26",0.13,"66,754,175.26","2,338,969.00",28.54,United States,New York Stock Exchange Inc.,USD,1,USD,-
HL,HECLA MINING,Materials,Equity,"66,732,812.79",0.13,"66,732,812.79","12,426,967.00",5.37,United States,New York Stock Exchange Inc.,USD,1,USD,-
DOCN,DIGITALOCEAN HOLDINGS INC,Information Technology,Equity,"65,998,866.08",0.13,"65,998,866.08","1,565,438.00",42.16,United States,New York Stock Exchange Inc.,USD,1,USD,-
BCC,BOISE CASCADE,Industrials,Equity,"65,875,616.54",0.13,"65,875,616.54","885,187.00",74.42,United States,New York Stock Exchange Inc.,USD,1,USD,-
KOS,KOSMOS ENERGY LTD,Energy,Equity,"65,822,910.45",0.13,"65,822,910.45","10,142,205.00",6.49,United States,New York Stock Exchange Inc.,USD,1,USD,-
ARNC,ARCONIC CORP,Materials,Equity,"65,712,017.45",0.13,"65,712,017.45","2,276,135.00",28.87,United States,New York Stock Exchange Inc.,USD,1,USD,-
ZD,ZIFF DAVIS INC,Communication,Equity,"65,226,639.65",0.13,"65,226,639.65","1,026,383.00",63.55,United States,NASDAQ,USD,1,USD,-
KLIC,KULICKE AND SOFFA INDUSTRIES INC,Information Technology,Equity,"64,805,155.44",0.13,"64,805,155.44","1,251,548.00",51.78,United States,NASDAQ,USD,1,USD,-
ACAD,ACADIA PHARMACEUTICALS INC,Health Care,Equity,"64,559,383.77",0.12,"64,559,383.77","2,693,341.00",23.97,United States,NASDAQ,USD,1,USD,-
SIG,SIGNET JEWELERS LTD,Consumer Discretionary,Equity,"64,496,505.02",0.12,"64,496,505.02","1,004,462.00",64.21,United States,New York Stock Exchange Inc.,USD,1,USD,-
AEL,AMERICAN EQUITY INVESTMENT LIFE HO,Financials,Equity,"64,479,336.25",0.12,"64,479,336.25","1,582,315.00",40.75,United States,New York Stock Exchange Inc.,USD,1,USD,-
GKOS,GLAUKOS CORP,Health Care,Equity,"64,362,078.24",0.12,"64,362,078.24","1,027,984.00",62.61,United States,New York Stock Exchange Inc.,USD,1,USD,-
AMBA,AMBARELLA INC,Information Technology,Equity,"63,883,590.76",0.12,"63,883,590.76","833,228.00",76.67,United States,NASDAQ,USD,1,USD,-
CALX,CALIX NETWORKS INC,Information Technology,Equity,"63,738,343.10",0.12,"63,738,343.10","1,292,867.00",49.3,United States,New York Stock Exchange Inc.,USD,1,USD,-
LXP,LXP INDUSTRIAL TRUST,Real Estate,Equity,"63,598,745.60",0.12,"63,598,745.60","6,115,264.00",10.4,United States,New York Stock Exchange Inc.,USD,1,USD,-
ROG,ROGERS CORP,Information Technology,Equity,"63,542,914.00",0.12,"63,542,914.00","420,814.00",151,United States,New York Stock Exchange Inc.,USD,1,USD,-
AVA,AVISTA CORP,Utilities,Equity,"63,533,552.13",0.12,"63,533,552.13","1,544,701.00",41.13,United States,New York Stock Exchange Inc.,USD,1,USD,-
ESGR,ENSTAR GROUP LTD,Financials,Equity,"63,477,969.09",0.12,"63,477,969.09","252,227.00",251.67,United States,NASDAQ,USD,1,USD,-
LCII,LCI INDUSTRIES,Consumer Discretionary,Equity,"63,366,069.36",0.12,"63,366,069.36","558,193.00",113.52,United States,New York Stock Exchange Inc.,USD,1,USD,-
MOGA,MOOG INC CLASS A,Industrials,Equity,"62,962,973.96",0.12,"62,962,973.96","643,267.00",97.88,United States,New York Stock Exchange Inc.,USD,1,USD,-
PBH,PRESTIGE CONSUMER HEALTHCARE INC,Health Care,Equity,"62,957,453.16",0.12,"62,957,453.16","1,118,647.00",56.28,United States,New York Stock Exchange Inc.,USD,1,USD,-
RPD,RAPID7 INC,Information Technology,Equity,"62,704,397.68",0.12,"62,704,397.68","1,323,436.00",47.38,United States,NASDAQ,USD,1,USD,-
VRNS,VARONIS SYSTEMS INC,Information Technology,Equity,"62,341,462.08",0.12,"62,341,462.08","2,405,149.00",25.92,United States,NASDAQ,USD,1,USD,-
BNL,BROADSTONE NET LEASE INC,Real Estate,Equity,"61,867,371.44",0.12,"61,867,371.44","3,888,584.00",15.91,United States,New York Stock Exchange Inc.,USD,1,USD,-
HRI,HERC HOLDINGS INC,Industrials,Equity,"61,585,043.93",0.12,"61,585,043.93","563,089.00",109.37,United States,New York Stock Exchange Inc.,USD,1,USD,-
AIN,ALBANY INTERNATIONAL CORP CLASS A,Industrials,Equity,"61,505,222.02",0.12,"61,505,222.02","701,074.00",87.73,United States,New York Stock Exchange Inc.,USD,1,USD,-
UMBF,UMB FINANCIAL CORP,Financials,Equity,"61,392,915.57",0.12,"61,392,915.57","988,773.00",62.09,United States,NASDAQ,USD,1,USD,-
WERN,WERNER ENTERPRISES INC,Industrials,Equity,"61,218,498.55",0.12,"61,218,498.55","1,423,355.00",43.01,United States,NASDAQ,USD,1,USD,-
ITGR,INTEGER HOLDINGS CORP,Health Care,Equity,"61,188,439.80",0.12,"61,188,439.80","740,332.00",82.65,United States,New York Stock Exchange Inc.,USD,1,USD,-
STAA,STAAR SURGICAL,Health Care,Equity,"60,805,004.60",0.12,"60,805,004.60","1,077,148.00",56.45,United States,NASDAQ,USD,1,USD,-
PRTA,PROTHENA PLC,Health Care,Equity,"60,717,610.12",0.12,"60,717,610.12","876,662.00",69.26,United States,NASDAQ,USD,1,USD,-
GMS,GMS INC,Industrials,Equity,"60,671,751.30",0.12,"60,671,751.30","940,210.00",64.53,United States,New York Stock Exchange Inc.,USD,1,USD,-
SAGE,SAGE THERAPEUTICS INC,Health Care,Equity,"60,585,536.61",0.12,"60,585,536.61","1,166,677.00",51.93,United States,NASDAQ,USD,1,USD,-
KWR,QUAKER CHEMICAL CORP,Materials,Equity,"60,427,877.12",0.12,"60,427,877.12","304,208.00",198.64,United States,New York Stock Exchange Inc.,USD,1,USD,-
EXTR,EXTREME NETWORKS INC,Information Technology,Equity,"60,357,785.04",0.12,"60,357,785.04","2,825,739.00",21.36,United States,NASDAQ,USD,1,USD,-
MSTR,MICROSTRATEGY INC CLASS A,Information Technology,Equity,"59,993,057.88",0.12,"59,993,057.88","217,083.00",276.36,United States,NASDAQ,USD,1,USD,-
IBP,INSTALLED BUILDING PRODUCTS INC,Consumer Discretionary,Equity,"59,934,200.40",0.12,"59,934,200.40","534,888.00",112.05,United States,New York Stock Exchange Inc.,USD,1,USD,-
MATX,MATSON INC,Industrials,Equity,"59,859,567.88",0.12,"59,859,567.88","837,431.00",71.48,United States,New York Stock Exchange Inc.,USD,1,USD,-
ENV,ENVESTNET INC,Information Technology,Equity,"59,836,411.59",0.12,"59,836,411.59","1,145,633.00",52.23,United States,New York Stock Exchange Inc.,USD,1,USD,-
CNX,CNX RESOURCES CORP,Energy,Equity,"59,806,313.65",0.12,"59,806,313.65","3,773,269.00",15.85,United States,New York Stock Exchange Inc.,USD,1,USD,-
MGEE,MGE ENERGY INC,Utilities,Equity,"59,797,377.63",0.12,"59,797,377.63","817,239.00",73.17,United States,NASDAQ,USD,1,USD,-
CCOI,COGENT COMMUNICATIONS HOLDINGS INC,Communication,Equity,"59,607,675.36",0.12,"59,607,675.36","966,402.00",61.68,United States,NASDAQ,USD,1,USD,-
FWRD,FORWARD AIR CORP,Industrials,Equity,"59,532,970.95",0.12,"59,532,970.95","604,089.00",98.55,United States,NASDAQ,USD,1,USD,-
SBRA,SABRA HEALTH CARE REIT INC,Real Estate,Equity,"59,536,129.52",0.12,"59,536,129.52","5,186,074.00",11.48,United States,NASDAQ,USD,1,USD,-
INSM,INSMED INC,Health Care,Equity,"59,137,301.85",0.11,"59,137,301.85","3,037,355.00",19.47,United States,NASDAQ,USD,1,USD,-
KRYS,KRYSTAL BIOTECH INC,Health Care,Equity,"58,374,555.95",0.11,"58,374,555.95","479,305.00",121.79,United States,NASDAQ,USD,1,USD,-
FTDR,FRONTDOOR INC,Consumer Discretionary,Equity,"58,238,777.31",0.11,"58,238,777.31","1,855,329.00",31.39,United States,NASDAQ,USD,1,USD,-
VRRM,VERRA MOBILITY CORP CLASS A,Industrials,Equity,"57,965,734.32",0.11,"57,965,734.32","3,143,478.00",18.44,United States,NASDAQ,USD,1,USD,-
OFC,CORPORATE OFFICE PROPERTIES TRUST,Real Estate,Equity,"57,935,826.06",0.11,"57,935,826.06","2,531,054.00",22.89,United States,New York Stock Exchange Inc.,USD,1,USD,-
EVH,EVOLENT HEALTH INC CLASS A,Health Care,Equity,"57,895,214.66",0.11,"57,895,214.66","1,842,623.00",31.42,United States,New York Stock Exchange Inc.,USD,1,USD,-
ACIW,ACI WORLDWIDE INC,Information Technology,Equity,"57,793,200.80",0.11,"57,793,200.80","2,519,320.00",22.94,United States,NASDAQ,USD,1,USD,-
SHAK,SHAKE SHACK INC CLASS A,Consumer Discretionary,Equity,"57,776,262.50",0.11,"57,776,262.50","840,382.00",68.75,United States,New York Stock Exchange Inc.,USD,1,USD,-
PRGS,PROGRESS SOFTWARE CORP,Information Technology,Equity,"57,693,219.54",0.11,"57,693,219.54","964,447.00",59.82,United States,NASDAQ,USD,1,USD,-
WDFC,WD-40,Consumer Staples,Equity,"57,661,989.63",0.11,"57,661,989.63","307,023.00",187.81,United States,NASDAQ,USD,1,USD,-
CNO,CNO FINANCIAL GROUP INC,Financials,Equity,"57,541,313.98",0.11,"57,541,313.98","2,548,331.00",22.58,United States,New York Stock Exchange Inc.,USD,1,USD,-
MODG,TOPGOLF CALLAWAY BRANDS CORP,Consumer Discretionary,Equity,"57,529,804.96",0.11,"57,529,804.96","3,145,424.00",18.29,United States,New York Stock Exchange Inc.,USD,1,USD,-
UNF,UNIFIRST CORP,Industrials,Equity,"57,490,888.18",0.11,"57,490,888.18","336,578.00",170.81,United States,New York Stock Exchange Inc.,USD,1,USD,-
HLNE,HAMILTON LANE INC CLASS A,Financials,Equity,"57,442,169.85",0.11,"57,442,169.85","807,339.00",71.15,United States,NASDAQ,USD,1,USD,-
AMKR,AMKOR TECHNOLOGY INC,Information Technology,Equity,"57,355,541.44",0.11,"57,355,541.44","2,283,262.00",25.12,United States,NASDAQ,USD,1,USD,-
BE,BLOOM ENERGY CLASS A CORP,Industrials,Equity,"57,342,828.14",0.11,"57,342,828.14","4,043,923.00",14.18,United States,New York Stock Exchange Inc.,USD,1,USD,-
KFY,KORN FERRY,Industrials,Equity,"57,153,720.51",0.11,"57,153,720.51","1,175,277.00",48.63,United States,New York Stock Exchange Inc.,USD,1,USD,-
CBU,COMMUNITY BANK SYSTEM INC,Financials,Equity,"57,144,134.16",0.11,"57,144,134.16","1,117,843.00",51.12,United States,New York Stock Exchange Inc.,USD,1,USD,-
RETA,REATA PHARMACEUTICALS INC CLASS A,Health Care,Equity,"57,084,443.52",0.11,"57,084,443.52","619,944.00",92.08,United States,NASDAQ,USD,1,USD,-
PRFT,PERFICIENT INC,Information Technology,Equity,"57,002,570.08",0.11,"57,002,570.08","767,608.00",74.26,United States,NASDAQ,USD,1,USD,-
MC,MOELIS CLASS A,Financials,Equity,"56,962,038.07",0.11,"56,962,038.07","1,430,129.00",39.83,United States,New York Stock Exchange Inc.,USD,1,USD,-
IGT,INTERNATIONAL GAME TECHNOLOGY PLC,Consumer Discretionary,Equity,"56,857,570.75",0.11,"56,857,570.75","2,208,061.00",25.75,United States,New York Stock Exchange Inc.,USD,1,USD,-
PLXS,PLEXUS CORP,Information Technology,Equity,"56,618,483.31",0.11,"56,618,483.31","617,499.00",91.69,United States,NASDAQ,USD,1,USD,-
RVNC,REVANCE THERAPEUTICS INC,Health Care,Equity,"56,569,531.02",0.11,"56,569,531.02","1,814,289.00",31.18,United States,NASDAQ,USD,1,USD,-
RCM,R1 RCM INC,Health Care,Equity,"56,450,076.68",0.11,"56,450,076.68","3,368,143.00",16.76,United States,NASDAQ,USD,1,USD,-
IDCC,INTERDIGITAL INC,Information Technology,Equity,"56,273,550.62",0.11,"56,273,550.62","666,038.00",84.49,United States,NASDAQ,USD,1,USD,-
HASI,HANNON ARMSTRONG SUSTAINABLE INFRA,Financials,Equity,"56,064,868.31",0.11,"56,064,868.31","2,236,333.00",25.07,United States,New York Stock Exchange Inc.,USD,1,USD,-
LIVN,LIVANOVA PLC,Health Care,Equity,"55,785,250.50",0.11,"55,785,250.50","1,203,825.00",46.34,United States,NASDAQ,USD,1,USD,-
CWEN,CLEARWAY ENERGY INC CLASS C,Utilities,Equity,"55,501,119.36",0.11,"55,501,119.36","1,845,117.00",30.08,United States,New York Stock Exchange Inc.,USD,1,USD,-
CBZ,CBIZ INC,Industrials,Equity,"55,460,959.70",0.11,"55,460,959.70","1,060,439.00",52.3,United States,New York Stock Exchange Inc.,USD,1,USD,-
SHOO,STEVEN MADDEN LTD,Consumer Discretionary,Equity,"55,061,752.36",0.11,"55,061,752.36","1,724,452.00",31.93,United States,NASDAQ,USD,1,USD,-
LGIH,LGI HOMES INC,Consumer Discretionary,Equity,"54,970,273.28",0.11,"54,970,273.28","460,928.00",119.26,United States,NASDAQ,USD,1,USD,-
MDC,MDC HOLDINGS INC,Consumer Discretionary,Equity,"54,775,782.90",0.11,"54,775,782.90","1,307,610.00",41.89,United States,New York Stock Exchange Inc.,USD,1,USD,-
THS,TREEHOUSE FOODS INC,Consumer Staples,Equity,"54,426,597.09",0.11,"54,426,597.09","1,144,137.00",47.57,United States,New York Stock Exchange Inc.,USD,1,USD,-
GNW,GENWORTH FINANCIAL A INC,Financials,Equity,"54,163,736.42",0.1,"54,163,736.42","10,067,609.00",5.38,United States,New York Stock Exchange Inc.,USD,1,USD,-
REZI,RESIDEO TECHNOLOGIES INC,Industrials,Equity,"53,893,605.02",0.1,"53,893,605.02","3,250,519.00",16.58,United States,New York Stock Exchange Inc.,USD,1,USD,-
IBOC,INTERNATIONAL BANCSHARES CORP,Financials,Equity,"53,867,183.70",0.1,"53,867,183.70","1,204,005.00",44.74,United States,NASDAQ,USD,1,USD,-
UCBI,UNITED COMMUNITY BANKS INC,Financials,Equity,"53,862,496.60",0.1,"53,862,496.60","2,225,723.00",24.2,United States,NASDAQ,USD,1,USD,-
IOSP,INNOSPEC INC,Materials,Equity,"53,802,750.38",0.1,"53,802,750.38","556,849.00",96.62,United States,NASDAQ,USD,1,USD,-
AXSM,AXSOME THERAPEUTICS INC,Health Care,Equity,"53,713,577.28",0.1,"53,713,577.28","717,904.00",74.82,United States,NASDAQ,USD,1,USD,-
ALRM,ALARM.COM HOLDINGS INC,Information Technology,Equity,"53,704,874.88",0.1,"53,704,874.88","1,081,016.00",49.68,United States,NASDAQ,USD,1,USD,-
VRNT,VERINT SYSTEMS INC,Information Technology,Equity,"53,579,400.08",0.1,"53,579,400.08","1,454,776.00",36.83,United States,NASDAQ,USD,1,USD,-
TCBI,TEXAS CAPITAL BANCSHARES INC,Financials,Equity,"53,546,307.60",0.1,"53,546,307.60","1,086,132.00",49.3,United States,NASDAQ,USD,1,USD,-
ESE,ESCO TECHNOLOGIES INC,Industrials,Equity,"53,547,502.25",0.1,"53,547,502.25","579,205.00",92.45,United States,New York Stock Exchange Inc.,USD,1,USD,-
SITC,SITE CENTERS CORP,Real Estate,Equity,"53,335,673.30",0.1,"53,335,673.30","4,318,678.00",12.35,United States,New York Stock Exchange Inc.,USD,1,USD,-
RRR,RED ROCK RESORTS ORS CLASS A INC,Consumer Discretionary,Equity,"53,299,464.70",0.1,"53,299,464.70","1,137,662.00",46.85,United States,NASDAQ,USD,1,USD,-
HUBG,HUB GROUP INC CLASS A,Industrials,Equity,"53,174,883.92",0.1,"53,174,883.92","723,271.00",73.52,United States,NASDAQ,USD,1,USD,-
ENR,ENERGIZER HOLDINGS INC,Consumer Staples,Equity,"53,107,711.58",0.1,"53,107,711.58","1,603,978.00",33.11,United States,New York Stock Exchange Inc.,USD,1,USD,-
AVAV,AEROVIRONMENT INC,Industrials,Equity,"52,771,789.56",0.1,"52,771,789.56","554,442.00",95.18,United States,NASDAQ,USD,1,USD,-
AXNX,AXONICS INC,Health Care,Equity,"52,745,456.12",0.1,"52,745,456.12","1,098,406.00",48.02,United States,NASDAQ,USD,1,USD,-
JJSF,J AND J SNACK FOODS CORP,Consumer Staples,Equity,"52,615,207.74",0.1,"52,615,207.74","342,057.00",153.82,United States,NASDAQ,USD,1,USD,-
KAI,KADANT INC,Industrials,Equity,"52,563,632.00",0.1,"52,563,632.00","260,216.00",202,United States,New York Stock Exchange Inc.,USD,1,USD,-
PDCO,PATTERSON COMPANIES INC,Health Care,Equity,"52,508,990.04",0.1,"52,508,990.04","1,954,914.00",26.86,United States,NASDAQ,USD,1,USD,-
